"Belaja Cerkov, Ukraine",Rodina hei�t Heimat,1992
"Bielovodsk� dolina, Slovakia",Rodn� zem,1954
"Rodrigues, Indian Ocean","Rodrigues, l'isola sperduta",1999
"Changi Prison, Singapore",Rogue Trader,1999
"Gy�ngy�s, Hungary",Rohatt dolog,2003
"Hershey, Cuba",Roidy ... aunque se rompa la rueda,2007
"Buena Vista, Bolivia",Rojo Amarillo Verde,2009
"Cota, Colombia",Rolling Elvis,2017
"Vukovar, Yugoslavia",Romansa konjokradice,1971
"Mazy, Belgium",Romantic Warriors III: Canterbury Tales,2015
"Theater Schweinfurt, Germany",Romeo + Julia,2014
"Waipu Cove Caravan Park, New Zealand",Romeo and Juliet: A Love Song,2013
"Verona, Italy",Romeo e Giulietta,1964
"La Roche Guyon, France",Rommel,2012
"Kerman, Iran",Rooban-e ghermez,1999
"Bokor Mountain and Hill Station, Cambodia",Rose de Bokor,1969
"Brezice, Slovenia",Rosencrantz & Guildenstern Are Dead,1990
"Rosia Montana, Romania",Rosia Montana - Ein Dorf am Abgrund,2012
"San Javier, Uruguay",Roslik y el pueblo de las caras sospechosamente rusas,2017
"Midi , France",Rossini,1997
"Saaremaa, Estonia",Roukli,2015
"near Chojna, Poland",Rozkosze niedzielne,2000
"Vesel� nad Luznic�, Czech Republic",Rozmarn� l�to,1968
"Idomeni, Greece",Rozpoznanie,2016
"Makwanpur District, Nepal",Rudane,2018
"Cihuatlan, Mexico",Rudo y Cursi,2008
"Gemiler, Turkey",Rudolf Nureyev. Island of His Dreams,2016
"Turquoise Coast, Turkey","Rudy Maxa's World Exotic Places: Turquoise Coast, Turkey",2009
"Kfar Saba, Israel",Ruin,2009/I
"Malopolska, Poland",Ruiny Malopolski,1919
"Saga, Japan",Rur�ni Kenshin: Meiji kenkaku roman tan,2012
"Bedlno, Czech Republic",Rusalka,1977
"Open Air Concert Arena in Budva, Montenegro",Ruslana Live in Budva,2004
"Allphones Arena - Sydney, Australia",Russell Peters: Notorious,2013
"Inta, Russia",Russland - Ein Winterm�rchen?,2002
"�stre Toten Kulturhus, Norway",Rypdal & Tekr�: Celebration Tour,2014
"Hafnarhreppur, Iceland",Ry�,1990
"Str�msn�s, Sweden",R�kna de lyckliga stunderna blott,2013
"Flateyri, Iceland",R�tur,2010
"Porrentruy, Switzerland",R�silience,2017
"Mery sur Oise, France",R�veille-toi Sonia,2008
"Belgrade, Belgium",R�volution,2006
"Barca D'Alba, Portugal",R�os revueltos,2012
"Cassino, Italy",S Is for Stanley,2015
"Sloup v Cech�ch, Czech Republic",S certy nejsou zerty,1985
"Milotice, Czech Republic","S dnyom rozhdeniya, koroleva!",2006
"Coeburn Virginia, USA",S.A.R.S,2010
"Venice Arsenale, Italy",SS Hangover,2014
"Cardiff, Wales UK",STFU!,2017
"Lukdawala's Bungalow, India",Saajan Chale Sasural,1996
"Leon Guanajuato, Mexico.",Sabado de Gloria - El Ascenso,2012
"Cerro de Pasco, Peru",Sabotear en la selva,1953
"Tamshiyaku, Peru",Sacha Runa: Spirits of the Rainforest,2005
"Jemmepe, Belgium",Sacr� Charlemagne,2014
"Parainen, Finland",Sadan miekan mies,1951
"Andimeshk, Iran",Sadegh Korde,1972
"Yagodina, Bulgaria",Sadilishteto,2014
"Eskisehir Air Base, Turkey",Safak bekcileri,1963
"Baabda, Lebanon",Safar barlek,1966
"Afghanistan Border, Iran",Safar e Ghandehar,2001
"Hassi Messaoud, Algeria",Sahara brut 58,1959
"Saijo, Japan",Saijo Matsuri,2009
"Lauritsala, Finland",Saimaalta Uuraaseen,1960
"Chakwal, Pakistan",Salam Pakistan,2018
"Salasaca, Ecuador",Salasaca: Las huellas de un pasado,2001
"HaKfar HaYarok, Israel",Sallah Shabati,1964
"V�rd�, Finland",Sally p� V�rd�,1998
"Salonika, Greece","Salonique, ville du silence",2006
"Chorillo, Panama",Salsipuedes,2016
"Lake Titicaca, Bolivia",Saludos Amigos,1942
"Narmada river, India",Sambandha,1994
"G�teborg, Sweden",Samh�llets dom,1912
"Beroun District, Czech Republic",Samot�ri,2000
"Mali Losinj, Croatia",Samoupravni film,2012
"Sai Kung, Hong Kong",Sampan,2016
"Ume�, Sweden",Sams orkester,2002
"Banyuwangi, Indonesia",Samsul,2017
"Busto Arsizio, Italy",Samuel,2015
"Escorts Dry Dock, Maldives",Samundar,1986
"Aichi, Japan",Samurai Rock,2015
"Gorky, Russia",Samye zemnye zaboty,1974
"Empire Studios, Tunisia",San Pietro,2005
"Diani Beach, Kenya",Sandwich,2016/I
"Novi Pazar, Serbia",Sandzak,1991
"Rondane, Norway",Sangen om Rondane,1934
"B�varo, Dominican Republic",Sanky Panky,2007
"San Miguelito, Nicaragua",Sanmiguelete�as,2014
"J�rpeland, Norway",Sannhetens l�gn,2015
"Donovaly, Slovakia",Santa Collies,2011
"Guajataca, Puerto Rico",Santa Cristal,2001
"Santa Fe New Mexico, USA",Santa Fake,2018
"Santoalla, Spain",Santoalla,2016
"Kansai, Japan",Sant� j�yaku,1952
"Fengjie, China",Sanxia haoren,2006
"Gujrat, India",Sapno Se Bhare Gullak,2017
"Big Splash Hotel, India",Sarhad: The Border of Crime,1995
"Karadeniz, Turkey",Sarkilarla Gectim Aranizdan,2008
"Wankie National Park, Zimbabwe",Satan's Harvest,1970
"Port Chiang Saen, Thailand",Satree lek 2,2003
"Hua-Hin, Thailand",Save,2017
"Te Aroha, New Zealand",Saving the GPS Lady,2017
"Stony Stratford, UK",Saviour: The Awakening,2017
"Muar, Malaysia",Sayang Salmah,1995
"Tira, Israel",Sayed Kashua: Forever Scared,2009
"Bergamo, Italy","Sbirro, la tua legge � lenta... la mia... no!",1979
"Vorselaar, Belgium",Scar[f],2017
"Omdurman, Sudan",Scenes in Omdurman,1902
"Pf�fers, Switzerland",Schachmatt,2012
"Kirkelsberg, Netherlands",Schaduw van de Nacht,2017
"Dussen, Netherlands",Schattebout,2009
"Cuijk, Netherlands",Schemering,2010
"Malnate, Italy",Scherzi,2012
"Oberbayern, Germany",Schlu�! Aus! Amen!,2014
"Surroundings of Berlin, Germany",Schwarzfahrt ins Gl�ck,1938
"Oosthuizen, Netherlands",Scuba Iris,2014
"Beer Sheva, Israel",Sdakim,2010
"Hestmann�y, Norway",Se litt tilbake,2013
"Bejucal, Cuba",Se vende un viol�n,1988
"Sakha-Yakutia, Russia",Seagull's Voice,2013
"Muldersdrift, South Africa",Seal Team Eight: Behind Enemy Lines,2014
"Z�mek Rosice, Czech Republic",Seance,2009
"Batumis Pliaji, Georgia",Seazone,2010
"Yangtsin, China","Second Squad, Sixth U.S. Cavalry",1901
"Abydos, Egypt",Secret Tunnel Hidden Treasure,2001
"Dahshur, Egypt",Secrets of the Pyramids,2003
"Kyustendil, Bulgaria",Section 59,2012
"Seda, Latvia",Seda: People of the Marsh,2004
"Kan'on Shrine, Japan",Seishun dendekedekedeke,1992
"Belaya Tserkov, Ukraine",Sekretar partkoma,1971
"Savage Islands, Portugal",Selvagens: A �ltima Fronteira,2007
"Dien Hong, Vietnam",Selviytyj�t,2010
"Saramzalino, Macedonia",Senki,2007
"Barakovo, Bulgaria",Sentries Guarding Bridge at Cotcharinova,1903
"Foggia, Italy",Senza Pagare,2017
"Gyeonggi Province, South Korea",Seoboojeonsun,2015
"Ciudad de Guatemala, Guatemala",Septiembre o Un llanto En Silencio,2017
"Sorokdo, South Korea",Ser isla,2007
"Savaii, Samoa",Ser un ser humano,2011
"Serengeti Plain, Tanzania",Serengeti darf nicht sterben,1959
"Alcanena, Portugal",Serra D'Aire & Candeeiros,2004
"Pauls Valley Oklahoma, USA",Servus de Infernum,2016
"Adiyaman, Turkey",Sesonk,2016
"Punta del Diablo, Uruguay",Sete dias na Am�rica,2015
"Coral Triangle, Indonesia",Settling Sea Gypsies,2017
"Senekal, South Africa",Seven Against the Sun,1964
"Gyula, Hungary",Seven Pennies,????
"UPR, Puerto Rico",Severing Ties,2014
"Pirshaghi, Azerbaijan",Se�im,2014
"al-Sayyid, Israel",Shablul Bamidbar,2008
"Ain Al-Helweh Refugee Camp, Lebanon",Shadi in the Beautiful Well,2003
"Bekaa Valley, Lebanon",Shadow of A Man,????
"HaSharon Prison, Israel",Shahida,2008
"Neve Shalom, Israel",Shalom Kitah Allef,2005
"Judean Desert, Israel","Shalom, Tefilat Haderech",1973
"Ta Hsue Shan, Taiwan",Shan ze,1966
"Bulawayo, Zimbabwe",Shangani Patrol,1970
"Hunan, China",Shao Lin Si di zi,1983
"Adhari Park, Bahrain",Sharing a New Bahrain: Tourism,2010
"Bonaire, Dutch West Indies",Sharks' Treasure,1975
"Sharpeville, South Africa",Sharpeville Spirit,1986
"Slemani, Iraq",She Looks Like You,2017
"Kerry, Ireland",Sheep Herding Demonstration with Border Collies,2011
"Patalenica, Bulgaria",Shekspir po Balkanski,2002
"Syrna, Greece",Shem Code Rafiach,2013
"Wu Han, China",Sheng Men,2016
"Shefaram, Israel",Shfara'm Mondial,1999
"Frederick Henry Island, Indonesia",Shipwrecked Among Cannibals,1920
"Savion, Israel",Shiva,2008
"Chandpur, Bangladesh",Shopnojaal,2017
"El-Hiam, Lebanon",Shtei Etzbaot Mi'Tzidon,1986
"Zikhron Ya'akov, Israel",Shtey dakot miparadis,2002
"Area outside Tokyo, Japan",Shuto sh�shitsu,1987
"Hapcheon, South Korea",Sh�nen H,2013
"Fugawa, Japan",Sh�wa zanky�-den: Shinde moraimasu,1970
"Sibuyan Isle, Philippines",Sibuyan Isle River Camp,2014
"Saginaw, TX USA",Side Effects,2010
"Satovcha, Bulgaria",Sielun ruokaa,2013
"Madacka, Slovakia",Siesta veta,1986
"Talamanca, Costa Rica",Sikua,2016
"Amadora, Portugal",Silence 4: To Give,2000
"Guapiles, Costa Rica",Silencio,2013/IV
"Hereke, Turkey",Silent Glide,2008
"Cesky Sternberk, Czech Republic",Siln� kafe,2004
"Colo River, Australia",Simaitha,2001
"K�rk�l�, Finland",Simppa,2010
"Bombarral, Portugal",Sinais de Fogo,1995
"Mandjelos, Serbia",Sinovci,2006
"Sundom, Finland",Sipolan teurastaja,1999
"Otzem, Israel",Sipur Lachish,1955
"Rab� castle, Czech Republic",Sirius,1975
"Gotze Delchev, Bulgaria",Sirna nedelya,1993
"Big Kackar Plateau, Turkey",Sirtlarindaki hayat,2004
"Kumba, Cameroon",Sisters in Law,2005
"Manokwari, Indonesia",Six-Victor,2007
"Biddinghuizen, Netherlands",Sixflags Holland,2003
"Santo Isodoro, Portugal",Skeleton Sea: The Tides of Tomorrow,2016
"Eboli, Italy",Skin of a Lawyer,2017
"Kvinesdal, Norway",Skogens dyp,2011
"Lazne Belohrad, Czech Republic",Skolni vylet,2012
"Mandal, Norway",Skulporen,2005
"Bayreuth, Germany",Sky Arts Bayreuth Wagner Complete Ring Cycle,2016
"Anhui, China",Sky Ghosts,2011
"Port Moresby, Papua New Guinea",Skyhook,1958
"Hvalfj�r�ur, Iceland",Skytturnar,1987
"Zajezov�, Slovakia",Slamen� dom,2011
"Nov� Bana, Slovakia",Slan� cukr�ky,1986
"Ravadinova Castle, Bulgaria",Sleeping Beauty,2014/II
"Bihac, Bosnia-Herzegovina",Slovenija moja dezela,2012
"Hostice, Czech Republic","Slunce, seno a p�r facek",1989
"Rheden, Netherlands",Smachtrijk,2016
"Jingxi, China",Smile,2005/I
"H�rn�sand, Sweden",Sm�rg�sr�net,2013
"Dogubeyazit, Turkey",Snow,2010/II
"Asahi-dake, Japan",Snowboarding for Me,2014
"Rwenzori Mountains, Uganda",Snows of the Nile,2014
"Mount Kilimanjaro, Tanzania",Soap Stars Up a Mountain,2002
"Pet�n, Guatemala",Sobre Tigres Y Quijotes,2015
"Socotra, Yemen",Socotra: The Hidden Land,2015
"Sede Boker, Israel",Sof Ha'Olam Smola,2004
"Zbraslav, Czech Republic",Sof�rka,1913
"Abokobi, Ghana",Soil,2011
"Mainneville, France",Sois,2012
"Le Lignon, Gen�ve",Solace,2016/III
"Harry Kelly's Cottage, Isle of Man",Solace in Wicca,2013
"Hallidays Point, NSW",Soleil,2017
"�stfold, Norway",Solitude,2005/III
"Crimea, Russia",Solnechnyy udar,2014
"Jerusalem, Palestine",Solomon's Stone,2015
"Zvenigorod, Russia",Solyaris,1972
"Ayutthaya, Thailand",Somboon,2014
"Duas Igrejas, Portugal",Sombras en una batalla,1993
"Kommunehospitalet Copenhagen, Denmark",Sommeren '92,2015
"Aksaray, Turkey",Somuncu Baba: Askin Sirri,2016
"Mpigi, Uganda",Son Rise,2016
"Amasya, Turkey",Son cellat,2008
"Trabzon Province, Turkey",Son kumsal,2010
"North West Fontier, Pakistan",Son of a Lion,2007
"Tel Megiddo, Israel",Song for Armageddon,2017
"Estavayer-Le-Gibloux, Switzerland",Songe,????
"Pireus Harbour, Greece",Sono stato un agente C.I.A.,1978
"Louisville Kentucky, USA",Sons of Erebus,2017
"Barceloneta, Puerto Rico","Son�, Son�, Tit� Curet!!!",2011
"Chaloos, Iran",Soori's Trip,2010
"Meadowlands, South Africa",Sophiatown,2003
"YHO, C�te D'Ivoire",Sorcerers' Village,1958
"Kiso-ji, Japan",Soste Japan,2002
"Semily District, Czech Republic",Souboj s Bohem,1921
"Ohahu Hawaii, USA",Soul Trekkers,2017
"Kes�lahti, Finland",Soutaja,1959
"Southwest of Tehran, Iran",Southwest,1999/II
"Radio Canada International Shortwave Transmission Site - Sackville, Canada",Spectres of Shortwave,2016
"Dongen, Netherlands",Spelletjesavond,2016
"Monticchiello, Italy",Spettacolo,2017
"The Music Village - Brussels, Belgium",Splash Landing: You've Said You'd Be Mine,2017
"The Hague, The Netherlands",Split,2016/XI
"Comunitat Valenciana, Spain",Spo0K,2013
"T�rshavn, Faroe Islands",Sporini vaksa �r or�um,2009
"Irbid, Jordan",Sports for Peace,2009
"Arenal Lake, Costa Rica",Spy Kids 2: Island of Lost Dreams,2002
"West Berlin, Germany",Sp�tlese oder Auch der Herbst hat sch�ne Tage,1981
"Trinec, Czech Republic",Sraci,2011
"Kumrovec, Croatia",Sretna zemlja,2008
"Fojnica, Bosnia-Herzegovina",Sta ja znam,2007
"Kalambaka, Greece",Stakaman!,2001
"Dolgopa, Russia",Stalker,1979
"Leeds, UK",Stan,2017/II
"Rimavsk� Sobota, Slovakia",Stanko,2015
"Lufkin Texas, USA",Star Wars: Episode 0.5 - Dawn of the Sith,2016
"Faxe Limestone Quarry, Denmark",Star Wars: Shrouded Destiny,2018
"Bonners Ferry, Idaho USA",Started by a Mouse,2009
"Mestecko, Czech Republic",Star� hr�ch,1930
"Sahara Desert, Libya",Station Six-Sahara,1963
"Aggersundbroen, Denmark",Stationsbyfotografen,1998
"Kep, Cambodia",Staying Single When?,2007
"Carona, Switzerland",Stella da Falla,1971
"Krampfer; Brandenburg, Germany",Sternenkind,2016/I
"Department Ard�che, France",Stiller Sommer,2013
"Moldava, Czech Republic",Stillleben,2017
"T�rnaby, Sweden",Stoerre Vaerie,2015
"Mundahring, Western Australia",Stones,2015
"Arnostovice, Czech Republic",Stopy,1961
"Nimrooz, Afghanistan",Story of the land on ashes,2001
"Gonars, Italy",Strah ostane,2015
"Benoni, South Africa",Straight Outta Benoni,2005
"Hunedoara, Romania",Strainul,2017
"Davan, Iran",Strangers,2000
"Jaunpur, India",Street Fighter Zero,1995
"Mequinel, Morocco",Street Life in the Sacred City of Mequinel,1903
"Jaffa, Syria",Street Scene at Jaffa,1903
"Kr�dsherad, Norway",Streken,2010
"Brezov� pod Bradlom, Slovakia",Stretnutie,1975
"Croydon, UK",Strippers vs Werewolves,2012
"Beskid Mountains, Czech Republic",Str�zci beskydsk�ch selem,2010
"Dj�pivogur, Iceland",Str�ta,2012
"Trnava, Slovakia",Stvorylka,1955
"Asz�d, Hungary",Styria,2014
"Sv�t� Jur, Slovakia",Styridsatstyri,1958
"Bamenda, Cameroon",St�rker als die Angst,2004
"Vlasim, Czech Republic",St�n l�taj�c�ho pt�cka,1977
"Lula, Sardinia",Su Battileddu,2015
"Bertrange, Luxembourg",Sub Down,1997
"Lota, Chile",Sub Terra,2003
"Tyre, Lebanon",Submarine,2016
"Beit Shemesh, Israel",Such Eyes,2011
"The Lisbonaire, Lisbon",Sucubus,2017
"Han River, Seoul",Suddenly Last Summer,2012
"South Wales, UK",Sugar,2017/V
"Jakobstad, Finland",Sulaiman,2013
"Dobronica Camp, Czech Republic",Summer Sex Camp,2003
"Velence, Hungary",Summertime,2009/I
"Hrabyne, Czech Republic",Sumn� Opava,1996
"Hranice na Morave, Czech Republic",Sumn� Hranice,2002
"Jablonec nad Nisou, Czech Republic",Sumn� Jablonec nad Nisou,2000
"Krnov, Czech Republic",Sumn� Krnov,2000
"Jested, Czech Republic",Sumn� L�berec,2000
"Prostejov, Czech Republic",Sumn� Prostejov,2000
"Shaanxi Province, China",Sun zi cong mei guo lai,2012
"Las Alpujarras, Spain",Sunburn 2,????
"Lysefjord, Norway",Sunnyside Down,2008
"Rawalpindi, Pakistan",Sunnyside Up,2012
"Hancock County, Kentucky",Sunrise,2011/II
"Kisko, Finland",Suomettaren Poika,2007
"Korppoo, Finland",Suomi kutsuu II,1932
"Cammarata, Italy",Supemmen unni si?,2011
"Niedersachsen, Germany",Supernova,2014/I
"Bandarawela, Sri Lanka",Supiri Andare,2014
"Surami, Georgia",Suramis tsikhe,1922
"Cook Strait, New Zealand",Surf Sail,1978
"Nummi-Pusula, Finland",Suursalon h��t,1924
"Bl�fj�ll, Iceland",Svartur sandur,2008
"Hustopece, Czech Republic",Svatba na bitevn�m poli,2008
"Sn�fellsnes, Iceland",Sveitabr��kaup,2008
"Novaya Zemlya Nuclear Test Site, Russia",Svidanie v teatre pepla,2000
"Cowichan Valley, BC",Swamp Freak,2017
"Bay of Bengal, Bangladesh",Swamp Tigers,2001
"Mariinsky Theatre and Mariinsky - 2 St Petersburg, Russia",Swan Lake 3D - Live from the Mariinsky Theatre,2013
"Carpathian Mountains, Ukraine",Sweet Darusya,????
"Kittery Point Maine, USA",Sweet Forever,2010
"Phetchaburi, Thailand",Sweet Success,2016
"Lake Z�rich, Switzerland",Swiss Gang Bang,2000
"Skudeneshavn, Norway",Sykkelen Min,2012
"Bayonne, France",Synchronicity,2014
"Gjirokaster, Albania",Syri magjik,2005
"Cyberjaya, Malaysia",Syukur 21,2000
"Nastola, Finland",Syyllisyys,2015
"Balatonalm�di, Hungary",Szerelmesfilm,1970
"Sailing ship ""Royal Flush"" on lake Balaton, Hungary",Sz�lcsend,2010
"Kiev Region, Ukraine",S�il�ttyj� unelmia,2012
"Kondratjevo, Russia",S�kkij�rvi - Kondratjevo,1992
"Agsu, Azerbaijan",S�n niy� susursan?,1966
"Rykkinn, Norway",S�nner av Norge,2011
"Tahit�tfalu, Hungary",S�t a nap,1939
"Tokat,Turkey",TOKA,2017
"Batticaloa, Sri Lanka",TRANCE,2017
"Contadora Island, Panama",TV Guide Specials: Survivor - Panama Exile Island Preview,2006
"Maromena, Madagascar",Tabataba,1988
"Ehime, Japan",Tabi no omosa,1972
"Norwood Ohio, USA",Table Talks Part One: Dirty Clubs,2016
"Derri�re-Pertuis, Switzerland",Tableau noir,2013
"Aukstadvaris, Lithuania",Tadas Blinda. Pradzia,2011
"Branov, Czech Republic",Tady hl�d�m j�,2012
"Ping-tung, Taiwan",Tai ping tian guo,1996
"Rayong, Thailand",Taiheiyou no kiseki: Fokkusu to yobareta otoko,2011
"Pornainen, Finland",Taistelu Heikkil�n talosta,1936
"Island of Hvar, Croatia",Tajna starog tavana,1984
"Plurdalen, Norway",Takaisin pintaan,2016
"Darwin, Australia",Take Heart,2016
"Hallingby, Norway",Takk for alt,2017
"Dolni Bousov, Czech Republic",Takov� norm�ln� rodinka,2008
"Tororo, Uganda",Tales from EDYAC,2015
"Mazari Sharif, Afghanistan",Taliban Oil,2015
"Pontedera, Italy",Talk to the Hand,2012
"Tiruvannamalei, India",Talks on Sri Ramana Maharshi: Narrated by David Godman,2015
"Sodom, Israel",Talveh Li Et Ishteha,1988
"Presov, Slovakia",Tam Kde Padla Noc,2016
"Estado Miranda, Venezuela","Tambores de Agua, un encuentro ancestral",2008
"Pak Chong, Thailand",Tang shan da xiong,1971
"Riga City, Latvia",Tango,2016/II
"Porsgrunn, Norway",Tango Industri,1974
"Natania, Israel",Tania 403,2002
"East Prussia, Germany",Tannenberg,1932
"Salto, Uruguay",Tanta agua,2013
"Dubai Investments Park, United Arab Emirates",Taped,2014/I
"S�rospatak, Hungary",Tarass Boulba,1936
"Altenfjord, Norway",Target Tirpitz,1973
"Pula, Yugoslavia",Tasavallan presidentin vierailu Jugoslaviaan ja Bulgariaan,1967
"Bojnourd, Iran",Tasbihi az Setareh,2010
"Kameel Hof, Namibia",Taste of Rain,2012
"Pomfret, South Africa",Tato poszedl na ryby,2011
"Ha'ateiho, Tonga",Tavake,2006
"Buj�k, Hungary",Tavasz Buj�kon,1958
"Yakubi, Afghanistan",Taxi to the Dark Side,2007
"Even Yehuda, Israel",Tchachey HaRating,1996
"Tibesti mountains, Chad",Tchad 3,1976
"Zanskar River, India","Tchadar, le chemin des glaces",2007
"S�o Vicente, Cape Verde",Tchindas,2015
"El Array�n, Chile",Te amo,made in Chile
"Chittagong Hill Tracts, Bangladesh",Teardrops of Karnaphuli,2005
"Crikvenica, Croatia",Tecaj plivanja,1988
"Dublin Institute of Technology, Ireland",Teenage Revenge,2014
"Tehri, India",Tehri - kaksi matkaa,2000
"Tel Katzir, Israel",Tel Katzir,1964
"Kebili, Tunisia","Tele Mack, Tele-Mack, Telemack",1969
"Mekong River, Vietnam",Teleport Home,2007
"Coliseo de Puerto Rico, Puerto Rico",Teleton Puerto Rico 2013,2013
"Senerchia, Italy",Tell No Tales,2018
"Villadossola, Italy",Tell Them,2010
"Walenstadt, Switzerland",Tell: Das Musical,2012
"Langeland, Denmark",Temal�rdag: De danske �er - Langeland,2001
"Temelin, Czech Republic",Temelin. Ein Dorf in S�db�hmen,2002
"San Potito Sannitico, Italy",Tempi supplementari,2009
"Ile de la R�union, France",Temps faible,2014
"Enumclaw Washington, USA",Ten Decades the People of Enumclaw,2014
"Usti nad Labem, Czech Republic",Tenk� led,2013
"Shimane, Japan",Tennen kokekk�,2007
"Autoroute A14, France",Tenue correcte exig�e,1997
"Eckelsheim, Germany",Terra X - Expedition Deutschland Teil 1,2013
"La Borne, France",Terre m�moire,2011
"Cariaco, Venezuela","Testigo del cambio climatico, La Fosa de Cariaco",2015
"Alcs�ti Arbor�tum, Hungary",Tetemre h�v�s,2014
"Lombardia, Italy",Texas,2005
"Bac Ninh Province, Vietnam",Thang bom,1987
"Timnah, Israel",That the World May Know Set 10: With All Your Heart,2010
"Capernaum, Israel",That the World May Know Vol 14: The Mission of Jesus,2016
"Birkenfeld, Oregon",The 1964 Dream,2012
"Gulf of Corinth, Greece",The 300 Spartans,1962
"Manisa, Turkey",The Adventures of Young Indiana Jones: Daredevils of the Desert,1999
"Tomo, Italy",The Adventures of Young Indiana Jones: Tales of Innocence,1999
"Superior Arizona, USA",The Advocate,2017
"Atlantis Aquarium, Bahamas",The Age of Aquarium,2006
"Hoedspruitt, South Africa",The Air Up There,1994
"London Borough of Kingston Upon Thames, UK",The Amateur,2015/I
"Chu Lai, Vietnam",The American Navy in Vietnam,1967
"Bergama, Turkey",The Apprentice,2014/II
"Magalang, Philippines",The Attack on Magalang,1900
"Athi River, Kenya",The Baisikol,1997
"Kawana, Japan",The Barbarian and the Geisha,1958
"Lago di Garda, Italy",The Battle of the Villa Fiorita,1965
"Cheongju, South Korea",The Battleship Island,2017
"Chrubusco-Azteca, Mexico",The Big Cube,1969
"Antsirabe, Madagascar",The Big Race,2005
"Oegstgeest, Netherlands",The Birth of a Reel,2016
"Sumy, Ukraine",The Birth of an Artist,2014
"Panchimalco, El Salvador",The Black Pirates,1954
"Bagnols-sur-C�ze, France",The Blind Waltz,2015
"Western Ilinois, USA",The Bootlegger,2016
"Humleb�k Havn, Denmark",The Boy in the Ocean,2016
"Etyek, Hungary",The Boy on the Train,2016
"K�lnbrein Dam, Austria",The Boys from Brazil,1978
"Lucaston, Tasmania",The Bravest I Know,2015
"Imilchil, Morocco",The Bride Market of Imilchil,1988
"Slatina, Ukraine",The Bridge,2004/II
"USS Oriskany, Pacific Ocean",The Bridges at Toko-Ri,1954
"Broken Hill NSW, Australia",The Broken Hill,1966
"Zagreb, Zagreb",The Burden,2017
"Dienst, Belgium",The Burgomaster of Stilemonde,1929
"Famagusta, North Cyprus",The Burst,2015
"Monteils, France",The Butcher,????/II
"Yerucham, Israel",The Butcher from the Fields,2001
"Chickamauga Battlefield, GA",The Campaign for Chattanooga: Death Knell of the Confederacy,2012
"Akaa, Finland",The Case of Fortune,2012
"Railway line between Basel SBB and Del�mont, Switzerland",The Cassandra Crossing,1976
"Zarnesti, Romania",The Cave,2005
"Gobabis, Namibia",The Child Soldier,????
"Hwa Chong Institution, Singapore",The Child of the World,2008
"Napo Province, Ecuador",The Children of Jumandi,2009
"Mishmar HaEmek, Israel",The Choices of Rama Lindheim,2007
"Old Mexico, USA",The Chosen Ones,2013
"Giresun, Turkey",The Circle Within,2013
"Mourne Mountains, Northern Ireland",The Climb,2016
"Kumagaya, Japan",The Commute,2011
"Chateau de Lourmarin, France",The Complete Walk: All's Well That Ends Well,2016
"The Ardennes Forest, Belgium",The Complete Walk: As You Like It,2016
"Villa dei Quintili, Italy",The Complete Walk: Julius Caesar,2016
"St. Catherine's Fort and various locations, Bermuda",The Complete Walk: The Tempest,2016
"NuBoyana Film Studios, Sofia Bulgaria",The Conductor,2018
"Oshwe, Democratic Republic of the Congo",The Congolese Rainforests: Living on Borrowed Time,2010
"Sidi Dris, Tunisia",The Copper Scroll of Mary Magdalene,2004
"Lake Natron, Tanzania",The Crimson Wing: Mystery of the Flamingos,2008
"Berastagy, Indonesia",The Crown Jewel of Indonesia,1999
"Croke Park Dublin, Ireland",The Cured,2017
"Sikasso, Mali",The Dark Side of Chocolate,2010
"Nova Ves, Czech Republic",The Decadent Visitor,1999
"Hvar, Yugoslavia",The Deep,1970
"Punta de Mita Nayarit, Mexico",The Disconnection Era,2017
"Suakin, Sudan",The Dislocation of Amber,1975
"Southwest Wisconsin, USA",The Driftless Region Wisconsin,2014
"Mukden, China",The Execution,Beheading
"Al Mawsil, Iraq",The Exorcist,1973
"Bekasi, Indonesia",The Eyeless Beggar,2015
"Amazon Jungle, Venezuela",The Fiesta,2000
"Ivangorod, Russia",The Fighting Germans,1916
"Visoko, Bosnia and Hercegovina",The Final Frontier: Pyramids in Bosnia,2013
"Husavik, Iceland",The Final Member,2012
"Mullumbimby NSW, Australia",The Fine Art of Being Zion,2017
"Goptapa, Iraq",The First Movie,2009
"Lake Azeui, Haiti",The Fish Farmer,2017
"Northern Illinois, USA",The Flickering Light,????/II
"Spokane Washington, USA",The Flight of Ronny Rhino,2017
"Goreme, Turkey",The Foreigners,2001
"Mondulkiri Province, Cambodia",The Forest,2005/III
"Texas border, Mexico",The Forgotten Americans,2000
"Toledo District, Belize",The Forgotten District,2008
"Kelowna British Columbia, Canada",The Fourth Man,2017
"Cavnic, Romania",The Fuel Filter,2018
"Canta, Peru",The Gallant One,1964
"Gan HaShlosha National Park, Israel",The Garden of Eden,2012/II
"Emo, Canada",The Gentle Bear Man of Emo,2013
"Tainan City, Taiwan",The Ghost Wife,2012
"Kgalagadi Transfronteir Park, South Africa",The Ghosts of the Great Salt Lake,2001
"Lithgow NSW, Australia",The Gift,2015/XVII
"Andes, Ecuador",The Golden Equator,1956
"Atlantic City New Jersey, USA",The Good Hand,2017
"Abangoh, Cameroon",The Good Mother of Abangoh,2008
"Saratov, Russia",The Great Bustard,2009
"Vouliagmeni, Greece",The Greek Tycoon,1978
